,battery_power,blue,clock_speed,resolution,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range
1021,0.1699,0,0.05,4.846399999230278e-12,1,0.01,0,0.59,0.5,0.097,0.4,0.03,0.3796,0.12,0,1,1,3
1022,0.1099,0,0.05,2.5336941172446485e-12,0,0.13,1,0.61,0.3,0.146,0.3,0.2,0.1699,0.03,1,1,1,1
1023,0.1576,0,0.26,2.2535714281287627e-12,0,0.07,0,0.58,0.2,0.09,0.3,0.16,0.0336,0.13,1,1,1,0
1024,0.095,1,0.05,3.8838214279703615e-12,0,0.09,0,0.55,0.1,0.156,0.5,0.1,0.1095,0.13,0,1,0,0
1025,0.1081,1,0.25,1.6377333315136295e-11,1,0.13,0,0.49,1.0,0.099,0.3,0.17,0.0325,0.06,0,0,1,0
1026,0.0606,0,0.25,2.3494736838910802e-12,0,0.01,1,0.53,0.2,0.146,0.4,0.02,0.1223,0.07,1,0,0,0
1027,0.0502,0,0.15,2.1267499975187913e-10,1,0.07,0,0.37,0.2,0.199,0.2,0.12,0.1649,0.14,0,1,0,1
1028,0.0957,1,0.06999999999999999,1.3315833328894721e-12,0,0.0,1,0.04,0.1,0.16,0.2,0.0,0.1898,0.03,1,1,0,1
1029,0.1658,1,0.13999999999999999,2.855227272229771e-13,1,0.0,1,0.38,0.3,0.159,0.5,0.0,0.2609,0.19,1,0,0,2
1030,0.1681,1,0.25,5.694999996962666e-11,1,0.06,0,0.18,0.3,0.167,0.1,0.07,0.2265,0.2,1,1,1,2
1031,0.1983,1,0.05,6.553444442077922e-12,1,0.03,0,0.43,1.0,0.087,0.6,0.1,0.2775,0.03,0,1,1,2
1032,0.1753,0,0.12,2.2693566173717323e-12,0,0.08,1,0.12,0.9,0.113,0.7,0.17,0.1445,0.12,1,1,1,1
1033,0.1632,1,0.13999999999999999,5.729189997421864e-11,0,0.0,0,0.41,0.1,0.132,0.4,0.01,0.2614,0.15,1,0,0,2
1034,0.1949,1,0.13999999999999999,7.46851999601679e-11,0,0.07,0,0.57,0.3,0.145,0.7,0.11,0.0356,0.19,0,0,0,0
1035,0.1696,0,0.16999999999999998,0.02763759999447248,0,0.01,0,0.13,0.9,0.097,0.3,0.02,0.0523,0.04,0,1,1,0
1036,0.0688,0,0.25,4.921552935965414e-11,1,0.0,0,0.57,0.8,0.131,0.7,0.03,0.3745,0.04,0,1,0,3
1037,0.1104,0,0.16999999999999998,0.15378149997436974,0,0.01,1,0.6,0.4,0.199,0.2,0.13,0.1229,0.03,1,1,1,0
1038,0.1122,0,0.27999999999999997,2.212581428192129e-11,0,0.0,0,0.28,0.6,0.184,0.3,0.04,0.1402,0.03,0,1,0,1
1039,0.0504,1,0.05,7.732307690166438e-12,1,0.02,1,0.46,0.9,0.172,0.5,0.14,0.2085,0.08,1,0,0,1
1040,0.1154,0,0.05,1.8835458324700416e-11,0,0.12,1,0.14,0.7,0.156,0.7,0.14,0.0587,0.04,1,1,1,0
1041,0.1727,0,0.21000000000000002,1.1798769229240645e-11,0,0.02,1,0.63,0.6,0.085,0.7,0.08,0.2457,0.07,1,0,1,3
1042,0.1674,0,0.27999999999999997,0.3373382856660945,1,0.0,1,0.52,0.2,0.089,0.3,0.07,0.203,0.06,1,0,0,2
1043,0.1948,0,0.27999999999999997,8.511468745212298e-12,1,0.05,1,0.18,0.2,0.135,0.2,0.14,0.0816,0.03,1,0,0,0
1044,0.1218,1,0.27999999999999997,0.19590119998040986,1,0.03,0,0.39,0.8,0.15,0.7,0.14,0.1667,0.12,0,0,0,1
1045,0.0531,0,0.11000000000000001,1.623147057104903e-11,0,0.1,0,0.63,0.7,0.189,0.7,0.14,0.2958,0.19,0,1,0,2
1046,0.1057,0,0.21000000000000002,1.828666665904722e-11,0,0.04,0,0.05,0.5,0.154,0.5,0.13,0.3705,0.13,1,0,0,3
1047,0.0576,0,0.12,1.1460166663714806e-11,0,0.01,0,0.3,0.8,0.162,0.8,0.05,0.28,0.16,0,1,1,2
1048,0.196,1,0.21000000000000002,7.689252523699141e-12,0,0.01,0,0.07,0.2,0.165,0.7,0.09,0.3773,0.06,0,1,1,3
1049,0.0673,1,0.16999999999999998,4.616228568460996e-11,1,0.03,1,0.22,0.1,0.088,0.1,0.05,0.205,0.17,1,1,0,1
1050,0.0718,0,0.06999999999999999,2.299144384682481e-12,1,0.0,1,0.21,0.8,0.088,0.1,0.07,0.1754,0.09,1,0,1,1
1051,0.0864,0,0.16999999999999998,1.246578124740296e-11,0,0.03,1,0.35,0.3,0.103,0.3,0.07,0.1904,0.13,1,1,1,1
1052,0.0547,0,0.19,3.9355098023782314e-12,1,0.01,0,0.37,0.4,0.154,0.5,0.04,0.2705,0.1,1,1,0,1
1053,0.0623,1,0.09,1.4975812497912027e-11,0,0.01,1,0.03,0.1,0.102,0.8,0.07,0.3537,0.03,1,0,1,3
1054,0.1793,0,0.06999999999999999,8.814416663177625e-12,1,0.11,0,0.27,0.4,0.154,0.5,0.13,0.137,0.19,1,0,1,1
1055,0.172,1,0.06999999999999999,1.0162076917214186e-11,1,0.0,0,0.19,0.1,0.137,0.2,0.03,0.1222,0.07,0,0,0,1
1056,0.0812,0,0.05,0.007635833332060694,1,0.01,0,0.64,1.0,0.106,0.4,0.07,0.3102,0.02,0,0,0,2
1057,0.098,1,0.05,5.0630399982641e-11,0,0.0,1,0.33,0.9,0.16,0.6,0.0,0.2268,0.04,1,1,0,2
1058,0.0643,0,0.1,1.3626228566756721e-11,0,0.09,1,0.18,0.2,0.187,0.8,0.12,0.2648,0.18,1,1,1,1
1059,0.1925,0,0.3,5.0881952356722885e-11,1,0.0,1,0.16,0.8,0.175,0.8,0.11,0.2173,0.19,1,1,0,2
1060,0.1408,1,0.25,2.512426900312983e-12,0,0.03,0,0.32,0.1,0.151,0.4,0.06,0.3162,0.03,1,0,0,3
1061,0.1522,1,0.06999999999999999,1.619759999560351e-11,1,0.04,0,0.28,0.2,0.124,0.1,0.05,0.1368,0.17,1,0,1,1
1062,0.0587,1,0.25,8.302099997094265e-12,0,0.16,1,0.51,0.6,0.111,0.1,0.17,0.2746,0.07,1,0,1,2
1063,0.1959,0,0.05,2.4491071418949934e-12,1,0.05,0,0.18,0.7,0.191,0.6,0.2,0.0619,0.08,1,1,1,0
1064,0.1872,0,0.05,6.059770585858914e-11,1,0.03,0,0.17,0.7,0.089,0.6,0.06,0.0724,0.09,1,0,1,1
1065,0.1043,1,0.05,8.084833331929717e-12,0,0.07,0,0.42,0.1,0.111,0.3,0.08,0.0912,0.06,0,1,0,0
1066,0.1809,0,0.05,9.989069441947177e-12,0,0.06,0,0.23,0.7,0.123,0.6,0.19,0.2784,0.2,1,1,1,3
1067,0.1703,1,0.05,3.324476188893106e-12,0,0.05,1,0.23,0.2,0.092,0.6,0.07,0.0793,0.17,1,1,0,0
1068,0.1095,1,0.05,2.4801444416887284e-11,0,0.04,0,0.45,0.5,0.197,0.1,0.05,0.056,0.1,1,1,0,0
1069,0.1414,0,0.26,1.2574559991197806e-10,0,0.01,0,0.27,0.6,0.137,0.4,0.2,0.0312,0.08,0,0,1,0
1070,0.1659,1,0.25,0.0993587499917201,0,0.02,0,0.41,0.1,0.088,0.7,0.18,0.0545,0.09,0,1,1,0
1071,0.154,0,0.06999999999999999,0.03045726315629172,1,0.01,0,0.6,0.8,0.197,0.7,0.12,0.1591,0.02,1,0,1,1
1072,0.1342,0,0.1,2.1643439994228413e-11,0,0.0,1,0.31,0.6,0.086,0.7,0.01,0.2746,0.1,1,1,0,3
1073,0.1189,1,0.22999999999999998,6.5412592574422424e-12,0,0.13,0,0.08,0.5,0.198,0.3,0.14,0.0893,0.13,1,1,0,0
1074,0.0518,1,0.24,1.8082812497362923e-12,0,0.0,1,0.62,0.6,0.128,0.6,0.0,0.2514,0.07,1,1,1,1
1075,0.1449,0,0.08,0.28583939997141605,1,0.03,1,0.1,0.2,0.144,0.1,0.12,0.1032,0.08,1,1,1,1
1076,0.0516,0,0.11000000000000001,0.1497318749812835,1,0.0,1,0.39,0.4,0.091,0.5,0.07,0.0819,0.1,1,1,1,0
1077,0.1569,0,0.08,5.813209996705848e-11,1,0.08,0,0.59,0.9,0.111,0.3,0.16,0.3672,0.15,1,0,1,3
1078,0.1312,1,0.08,1.1316758240079383e-12,1,0.0,0,0.24,0.9,0.156,0.6,0.0,0.3833,0.17,0,1,0,3
1079,0.1893,1,0.05,1.6406628567990993e-11,1,0.01,0,0.23,0.1,0.179,0.8,0.03,0.1482,0.17,0,1,0,2
1080,0.1076,0,0.25,2.0242857135916732e-11,0,0.03,0,0.14,0.2,0.105,0.5,0.04,0.2043,0.14,0,0,0,1
1081,0.053,1,0.26,5.066022726495554e-12,0,0.01,0,0.4,0.9,0.118,0.6,0.02,0.1229,0.02,0,1,0,0
1082,0.1044,1,0.27999999999999997,1.948676470351815e-13,1,0.07,0,0.33,0.6,0.129,0.4,0.13,0.1816,0.15,1,0,1,1
1083,0.133,0,0.11000000000000001,1.8056109980138278e-10,0,0.11,0,0.37,0.7,0.126,0.7,0.2,0.2166,0.04,1,0,0,2
1084,0.1836,0,0.11000000000000001,1.6613333329641483e-12,1,0.0,0,0.14,0.7,0.104,0.5,0.01,0.2469,0.07,1,1,1,2
1085,0.1741,1,0.05,4.175730768491986e-12,0,0.01,1,0.55,0.1,0.14,0.5,0.03,0.2575,0.07,1,1,1,2
1086,0.1869,0,0.26,3.165822220955893e-12,0,0.0,1,0.3,0.4,0.152,0.1,0.13,0.1375,0.19,1,0,0,1
1087,0.1331,0,0.05,1.4825183323449877e-10,0,0.08,0,0.55,0.9,0.146,0.3,0.15,0.1732,0.11,1,0,1,1
1088,0.1655,1,0.05,2.8128266654477752e-11,1,0.06,1,0.04,0.1,0.105,0.3,0.12,0.0673,0.12,1,0,0,0
1089,0.0605,0,0.15,1.5986962960120836e-12,0,0.09,1,0.18,0.9,0.162,0.2,0.14,0.2301,0.08,1,0,0,1
1090,0.1245,1,0.06,3.4795588228897866e-12,0,0.02,0,0.3,0.7,0.105,0.5,0.03,0.2676,0.07,1,0,0,2
1091,0.1709,1,0.08,2.2873185176290055e-11,0,0.08,1,0.58,0.8,0.136,0.2,0.1,0.1781,0.17,1,0,0,2
1092,0.0846,1,0.26,1.7661093746688544e-11,0,0.0,1,0.58,0.1,0.123,0.4,0.15,0.2248,0.13,1,0,0,2
1093,0.1403,1,0.25,1.935115384328307e-12,1,0.03,0,0.62,0.9,0.09,0.4,0.13,0.0921,0.18,1,0,0,0
1094,0.0688,1,0.15,2.3549899983515068e-11,0,0.0,0,0.02,1.0,0.089,0.3,0.02,0.0391,0.08,1,1,1,0
1095,0.0775,1,0.25,1.2112631574272316e-11,1,0.01,1,0.1,0.1,0.185,0.7,0.14,0.1719,0.18,1,1,1,1
1096,0.1154,0,0.2,7.635337499013769e-12,0,0.06,1,0.35,0.8,0.159,0.5,0.16,0.3262,0.16,1,0,0,3
1097,0.1375,0,0.05,8.986871793581372e-13,1,0.02,1,0.35,0.1,0.194,0.2,0.03,0.1947,0.15,1,1,1,1
1098,0.1827,1,0.08,1.8595499991477063e-11,0,0.04,0,0.61,0.9,0.13,0.7,0.09,0.2693,0.07,0,1,1,3
1099,0.1697,0,0.05,6.136533326787697e-12,0,0.0,1,0.6,0.1,0.09,0.4,0.0,0.0441,0.11,1,1,0,0
1100,0.0741,0,0.15,9.49263157758479e-13,0,0.01,0,0.14,0.3,0.178,0.5,0.13,0.1886,0.09,1,1,1,0
1101,0.1672,1,0.05,3.571729410661672e-11,1,0.13,1,0.32,0.7,0.174,0.1,0.2,0.1267,0.2,1,1,0,1
1102,0.0514,1,0.06999999999999999,0.03695999999384,0,0.04,0,0.57,0.1,0.186,0.3,0.07,0.0687,0.2,1,1,1,0
1103,0.1375,1,0.13,8.911329402329181e-11,1,0.02,0,0.12,0.1,0.105,0.1,0.13,0.289,0.12,0,0,0,3
1104,0.0989,1,0.18,1.229349999600461e-12,1,0.04,1,0.55,0.7,0.124,0.1,0.12,0.1737,0.1,1,0,1,1
1105,0.151,1,0.25,1.2783333330492592e-12,1,0.11,0,0.47,0.7,0.138,0.2,0.13,0.0887,0.05,0,0,0,0
1106,0.1266,0,0.26,1.479113280972666e-11,0,0.01,0,0.18,0.4,0.086,0.7,0.02,0.0398,0.03,1,1,1,0
1107,0.1396,0,0.24,7.639414282076468e-11,1,0.0,0,0.46,0.1,0.138,0.7,0.01,0.2389,0.15,0,0,1,2
1108,0.0808,0,0.22999999999999998,7.738044442638901e-12,0,0.03,0,0.45,0.8,0.161,0.1,0.09,0.3431,0.13,0,1,1,3
1109,0.1542,0,0.22999999999999998,5.968499998081553e-12,0,0.01,0,0.43,0.8,0.182,0.2,0.11,0.3601,0.16,0,0,0,3
1110,0.0745,1,0.06,9.77728570381005e-12,1,0.05,0,0.35,0.8,0.102,0.8,0.1,0.2459,0.16,1,1,0,1
1111,0.1735,1,0.19,1.93169999774635e-11,1,0.0,1,0.59,0.7,0.148,0.6,0.0,0.323,0.09,1,1,0,3
1112,0.0586,0,0.05,2.8381899991012393e-11,1,0.01,0,0.57,0.3,0.188,0.2,0.05,0.3646,0.11,1,1,1,3
1113,0.1341,1,0.21000000000000002,1.0773888887520775e-12,1,0.0,0,0.36,0.4,0.107,0.8,0.01,0.22,0.15,0,1,0,1
1114,0.0781,1,0.13,1.313976470379545e-12,1,0.01,0,0.64,0.2,0.088,0.2,0.07,0.3862,0.09,0,0,0,3
1115,0.0501,1,0.05,7.666745095032649e-12,1,0.14,0,0.22,0.5,0.174,0.6,0.2,0.3077,0.17,0,0,0,2
1116,0.1224,1,0.18,1.0022681814764993e-11,1,0.02,1,0.44,0.2,0.139,0.2,0.09,0.0621,0.14,1,1,1,0
1117,0.197,0,0.16,3.4334999994686244e-12,1,0.11,1,0.58,0.3,0.08,0.8,0.19,0.2372,0.02,1,1,0,2
1118,0.0618,1,0.22000000000000003,3.6171261890121154e-11,1,0.0,1,0.63,0.9,0.138,0.2,0.01,0.2574,0.05,1,1,0,2
1119,0.1537,0,0.29,3.761470587745355e-12,0,0.11,1,0.46,0.8,0.158,0.4,0.17,0.2857,0.02,1,1,1,3
1120,0.1018,0,0.22000000000000003,6.968313724499602e-12,0,0.08,0,0.16,0.6,0.153,0.8,0.1,0.3143,0.2,0,1,0,3
1121,0.1545,0,0.13,1.2339682537430058e-12,1,0.15,1,0.35,0.1,0.173,0.5,0.2,0.3197,0.06,1,0,1,3
1122,0.1871,0,0.21000000000000002,4.505416665803128e-12,0,0.04,1,0.41,0.4,0.144,0.8,0.05,0.2727,0.11,1,0,0,3
1123,0.1729,1,0.21000000000000002,1.5084944438997103e-11,1,0.01,0,0.12,0.9,0.186,0.1,0.06,0.1519,0.05,1,0,1,1
1124,0.068,1,0.21000000000000002,7.649999995628571e-11,1,0.09,1,0.09,0.1,0.131,0.3,0.11,0.2438,0.17,1,0,0,2
1125,0.1106,1,0.19,2.75617777655281e-11,0,0.04,0,0.54,0.7,0.107,0.3,0.09,0.2674,0.09,1,0,1,2
1126,0.0635,1,0.06,1.2235705126244278e-12,1,0.01,1,0.5,0.3,0.097,0.5,0.13,0.2107,0.12,1,0,0,1
1127,0.0618,0,0.06,7.375874999047283e-12,0,0.08,0,0.16,0.2,0.143,0.1,0.14,0.2262,0.04,0,1,0,2
1128,0.1671,0,0.05,5.23618749880004e-12,1,0.13,0,0.05,0.9,0.179,0.8,0.18,0.0815,0.1,1,1,1,0
1129,0.1562,1,0.12,2.687999999524431e-12,1,0.0,1,0.52,0.1,0.105,0.7,0.09,0.2829,0.03,1,1,1,2
1130,0.1975,1,0.19,1.916038461007866e-11,1,0.02,0,0.31,0.9,0.151,0.1,0.17,0.3022,0.19,0,0,1,3
1131,0.0831,1,0.06999999999999999,1.150093749832278e-11,0,0.02,1,0.62,0.7,0.134,0.8,0.09,0.2573,0.18,1,0,1,2
1132,0.1524,1,0.18,1.0587499997220781e-12,1,0.0,0,0.1,0.6,0.174,0.4,0.01,0.2678,0.13,1,0,1,2
1133,0.1528,1,0.18,8.080282826650447e-12,1,0.03,1,0.55,0.8,0.129,0.5,0.06,0.1282,0.11,1,1,1,1
1134,0.1447,1,0.25,8.123749998584498e-12,1,0.02,0,0.09,0.2,0.155,0.8,0.16,0.0568,0.08,0,0,0,0
1135,0.1344,0,0.15,2.912049996723943e-11,0,0.01,0,0.14,0.5,0.19,0.1,0.03,0.2074,0.05,1,1,0,1
1136,0.0564,0,0.3,8.231449994969669e-11,1,0.01,0,0.08,0.7,0.13,0.2,0.03,0.2227,0.14,1,0,1,1
1137,0.0921,0,0.06,0.1488318999851168,1,0.01,0,0.6,0.1,0.083,0.2,0.03,0.108,0.06,0,0,1,0
1138,0.1413,1,0.16999999999999998,2.5214199988653606e-11,0,0.02,0,0.1,0.2,0.2,0.6,0.06,0.2867,0.15,0,1,0,2
1139,0.0831,0,0.24,1.614454545173239e-12,0,0.1,0,0.55,0.5,0.086,0.6,0.12,0.1075,0.03,1,1,0,0
1140,0.0802,0,0.05,1.7503076920700938e-12,1,0.03,0,0.43,0.6,0.153,0.5,0.06,0.3063,0.04,0,1,0,2
1141,0.1923,0,0.13,6.137422218471574e-11,0,0.03,0,0.24,1.0,0.086,0.4,0.04,0.2479,0.15,1,1,0,2
1142,0.1193,1,0.3,2.786296650317756e-12,0,0.1,0,0.56,0.4,0.196,0.3,0.17,0.2394,0.14,1,1,0,2
1143,0.0904,1,0.12,1.7081999992991998e-11,1,0.1,1,0.31,0.8,0.112,0.3,0.11,0.2814,0.19,1,0,0,2
1144,0.1285,0,0.24,0.029687499996289057,0,0.01,1,0.51,1.0,0.14,0.7,0.02,0.2094,0.1,1,0,0,1
1145,0.1635,0,0.26,1.705898998123511e-10,1,0.0,1,0.02,0.6,0.182,0.4,0.0,0.2315,0.02,1,1,0,2
1146,0.1923,0,0.1,0.0006057692307226331,1,0.05,1,0.14,0.9,0.154,0.4,0.06,0.2519,0.16,1,0,1,2
1147,0.1851,1,0.19,1.3722166662419331e-11,1,0.03,1,0.12,0.9,0.198,0.6,0.11,0.0735,0.14,1,0,1,0
1148,0.0727,1,0.15,4.532392711963415e-12,0,0.0,1,0.32,1.0,0.131,0.7,0.01,0.1891,0.07,1,0,1,1
1149,0.1396,0,0.15,4.5548428519373224e-11,1,0.0,1,0.44,0.1,0.118,0.6,0.01,0.1386,0.08,1,1,1,1
1150,0.0877,0,0.13,1.773595237820753e-12,1,0.09,1,0.46,0.8,0.135,0.1,0.14,0.326,0.06,1,0,0,2
1151,0.0696,1,0.24,2.758448051500252e-12,0,0.11,1,0.35,0.2,0.103,0.3,0.13,0.2022,0.04,1,0,1,1
1152,0.1009,1,0.1,2.7177599990681963e-11,1,0.02,0,0.02,0.6,0.102,0.8,0.14,0.1716,0.15,0,0,0,1
1153,0.1526,0,0.11000000000000001,1.6165199981525484e-10,1,0.02,1,0.38,0.3,0.116,0.5,0.06,0.3317,0.08,1,1,1,3
1154,0.0987,0,0.2,7.053939390946814e-12,1,0.01,0,0.2,0.8,0.192,0.7,0.03,0.1454,0.08,1,1,0,0
1155,0.1414,1,0.22000000000000003,0.008869999999317693,1,0.0,1,0.49,0.5,0.101,0.4,0.01,0.229,0.12,1,1,0,1
1156,0.1732,0,0.08,7.051122993596623e-13,0,0.02,0,0.61,0.3,0.172,0.5,0.03,0.394,0.2,0,1,1,3
1157,0.1587,1,0.05,3.8430294105778884e-12,0,0.0,0,0.5,0.9,0.148,0.8,0.15,0.0461,0.04,1,0,1,0
1158,0.1097,0,0.08,1.9183377773301657e-11,0,0.1,1,0.21,0.1,0.16,0.7,0.15,0.2219,0.12,1,0,1,2
1159,0.0504,0,0.27999999999999997,0.12467833331255361,1,0.0,0,0.4,0.5,0.178,0.3,0.0,0.047,0.16,1,0,0,0
1160,0.1159,0,0.27,0.028387799997161223,0,0.13,1,0.28,0.2,0.08,0.8,0.18,0.2495,0.09,1,1,1,2
1161,0.191,0,0.13999999999999999,3.7997678561250625e-12,0,0.0,0,0.29,0.6,0.146,0.7,0.02,0.2944,0.02,1,1,1,2
1162,0.0865,0,0.12,8.251249998734184e-12,1,0.08,0,0.59,0.1,0.159,0.3,0.09,0.2361,0.19,1,0,1,2
1163,0.193,1,0.2,7.15670587954639e-11,0,0.11,0,0.16,0.8,0.186,0.8,0.12,0.1783,0.13,0,0,1,2
1164,0.086,1,0.13,2.7328714279707972e-11,1,0.08,1,0.4,0.7,0.17,0.3,0.13,0.2832,0.2,1,1,1,2
1165,0.1268,1,0.29,5.969454543717977e-12,0,0.09,1,0.42,0.9,0.182,0.6,0.17,0.0931,0.2,1,1,0,0
1166,0.0999,1,0.18,8.764705880960899e-14,1,0.0,1,0.27,0.1,0.167,0.4,0.01,0.1344,0.05,1,0,0,0
1167,0.0622,0,0.06999999999999999,3.852153842005372e-12,0,0.0,1,0.09,0.3,0.127,0.2,0.0,0.3916,0.05,1,0,1,2
1168,0.125,1,0.13999999999999999,5.0766642802750024e-11,0,0.08,0,0.44,0.2,0.182,0.7,0.2,0.1882,0.14,0,0,0,1
1169,0.0763,1,0.05,5.286272725911112e-12,0,0.09,1,0.51,0.3,0.104,0.5,0.12,0.2865,0.09,1,1,1,2
1170,0.11,1,0.16,5.146399996997933e-11,0,0.12,0,0.15,0.1,0.112,0.8,0.14,0.0757,0.16,1,1,1,0
1171,0.0815,0,0.2,6.338809997147535e-11,1,0.04,0,0.51,0.3,0.085,0.6,0.12,0.3469,0.06,1,0,1,3
1172,0.0618,1,0.05,2.9169777774212585e-12,1,0.02,1,0.57,0.2,0.088,0.3,0.07,0.2399,0.17,1,1,1,1
1173,0.0553,1,0.22000000000000003,2.0291699996279853e-11,1,0.0,1,0.18,0.7,0.136,0.2,0.01,0.33,0.2,1,0,0,3
1174,0.0673,1,0.22000000000000003,3.639271050620403e-11,1,0.02,0,0.03,0.4,0.084,0.2,0.09,0.2719,0.09,1,1,1,2
1175,0.0563,0,0.2,2.5772142848858953e-12,1,0.03,0,0.47,0.3,0.115,0.7,0.12,0.3012,0.15,1,0,0,2
1176,0.159,0,0.15,3.911073331899273e-11,1,0.12,1,0.14,0.5,0.187,0.4,0.15,0.2836,0.04,1,0,0,3
1177,0.1031,1,0.21000000000000002,8.615636361622319e-12,1,0.02,1,0.11,0.1,0.121,0.2,0.09,0.2385,0.16,1,0,0,2
1178,0.0909,1,0.05,0.018680833331776597,1,0.09,0,0.3,0.4,0.097,0.3,0.1,0.0594,0.04,1,1,1,0
1179,0.188,0,0.05,0.10076777776658134,0,0.0,1,0.07,0.6,0.104,0.4,0.01,0.2968,0.03,1,1,0,3
1180,0.1479,1,0.18,1.7576249996777687e-12,1,0.0,1,0.24,0.1,0.146,0.6,0.0,0.3762,0.05,1,0,0,3
1181,0.1271,0,0.15,1.1553230767571843e-11,1,0.0,0,0.02,0.9,0.161,0.1,0.01,0.0892,0.2,0,1,0,1
1182,0.0709,0,0.19,4.334438502024791e-12,0,0.11,1,0.13,0.1,0.081,0.8,0.15,0.0467,0.05,1,1,1,0
1183,0.1744,0,0.27999999999999997,1.6125299995699922e-11,0,0.0,1,0.62,0.7,0.158,0.1,0.0,0.0345,0.14,1,0,0,0
1184,0.1314,1,0.22000000000000003,8.464222220223724e-12,0,0.0,1,0.4,0.8,0.116,0.7,0.01,0.3033,0.17,1,1,1,3
1185,0.1136,0,0.05,5.132153331736664e-11,0,0.0,1,0.09,0.9,0.15,0.6,0.02,0.211,0.16,1,0,1,2
1186,0.1039,1,0.27,2.7423749994613194e-12,0,0.11,0,0.56,0.3,0.125,0.8,0.13,0.3105,0.05,0,1,1,2
1187,0.13,1,0.05,5.04673333131464e-12,0,0.05,0,0.62,0.1,0.156,0.6,0.07,0.0874,0.1,1,1,0,0
1188,0.0732,1,0.22999999999999998,3.1707052619341135e-11,1,0.07,1,0.39,0.6,0.188,0.7,0.11,0.3681,0.15,1,1,1,3
1189,0.0511,0,0.06999999999999999,7.58999999652125e-13,1,0.01,1,0.52,0.7,0.18,0.2,0.1,0.3865,0.07,1,0,1,2
1190,0.1092,1,0.05,4.771928569894738e-12,1,0.1,0,0.11,0.5,0.167,0.3,0.14,0.0737,0.11,0,1,0,0
1191,0.0921,1,0.22000000000000003,1.1678549992700907e-10,1,0.12,1,0.1,0.1,0.17,0.7,0.18,0.3153,0.11,1,1,0,3
1192,0.103,1,0.05,5.774020831649245e-12,0,0.04,1,0.37,0.7,0.147,0.1,0.08,0.28,0.12,1,0,1,2
1193,0.113,0,0.18,3.37229285622752e-11,1,0.0,0,0.27,0.9,0.101,0.1,0.08,0.0315,0.11,1,1,0,0
1194,0.1299,0,0.27999999999999997,1.8846569210472925e-10,1,0.02,0,0.6,0.8,0.187,0.8,0.06,0.1412,0.2,0,1,1,1
1195,0.1009,1,0.27999999999999997,3.233861841530827e-12,1,0.07,1,0.02,0.6,0.115,0.7,0.15,0.2286,0.13,1,0,0,2
1196,0.1735,0,0.18,5.118588234651785e-13,1,0.16,0,0.34,0.1,0.14,0.2,0.17,0.2392,0.19,1,0,1,2
1197,0.1129,1,0.27999999999999997,3.607906248647035e-11,1,0.0,0,0.49,0.5,0.185,0.2,0.02,0.1857,0.05,1,1,1,1
1198,0.0708,0,0.19,2.128666666099022e-12,0,0.0,0,0.26,0.3,0.116,0.7,0.01,0.1419,0.16,1,1,1,0
1199,0.0894,0,0.06999999999999999,1.4050714282536148e-12,0,0.02,1,0.58,0.1,0.123,0.2,0.03,0.3305,0.02,1,0,0,2
1200,0.053,0,0.24,4.0820168058994257e-13,0,0.01,0,0.32,0.3,0.088,0.6,0.2,0.0959,0.06,0,1,0,0
1201,0.1481,1,0.2,4.778602940596713e-13,1,0.0,0,0.35,0.5,0.105,0.3,0.0,0.2635,0.04,1,0,1,2
1202,0.1068,0,0.27,1.1777857140481776e-11,1,0.0,1,0.45,0.6,0.194,0.5,0.01,0.1754,0.09,1,0,1,1
1203,0.1487,0,0.05,1.493333332877037e-12,0,0.06,1,0.57,0.7,0.084,0.3,0.12,0.2563,0.14,1,0,0,2
1204,0.1524,0,0.25,0.019451428568649797,1,0.11,1,0.41,1.0,0.096,0.4,0.2,0.1936,0.09,1,1,1,1
1205,0.1093,0,0.19,4.801649998439463e-12,1,0.02,1,0.22,0.3,0.196,0.8,0.14,0.1869,0.04,1,1,1,1
1206,0.1816,1,0.16,1.1314285711640817e-11,1,0.0,0,0.5,0.1,0.186,0.5,0.02,0.3637,0.16,0,0,1,3
1207,0.0627,0,0.18,1.0487941174105662e-12,0,0.02,0,0.2,0.8,0.142,0.3,0.08,0.0896,0.14,0,0,0,0
1208,0.0989,1,0.06999999999999999,5.386799994074519e-11,0,0.13,1,0.51,0.4,0.132,0.3,0.15,0.2349,0.2,1,0,1,1
1209,0.1895,0,0.05,1.613124999489177e-11,0,0.02,1,0.05,0.7,0.134,0.1,0.11,0.0774,0.06,1,1,0,1
1210,0.0805,1,0.16999999999999998,2.977714284792612e-12,1,0.0,1,0.58,0.9,0.168,0.3,0.1,0.3397,0.02,1,0,0,2
1211,0.0713,1,0.16,2.7812633325916632e-11,0,0.07,1,0.02,0.4,0.181,0.8,0.09,0.0485,0.04,1,1,1,0
1212,0.0864,0,0.25,1.8046499996355992e-11,0,0.1,1,0.24,0.7,0.148,0.4,0.15,0.3964,0.12,1,1,0,3
1213,0.1177,0,0.09,4.543087498523497e-11,0,0.01,0,0.11,1.0,0.181,0.4,0.07,0.1887,0.11,1,1,1,1
1214,0.0582,0,0.05,2.958643329881582e-10,0,0.08,0,0.32,0.7,0.107,0.3,0.11,0.2977,0.2,0,1,1,2
