,battery_power,blue,clock_speed,screen_size,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,talk_time,three_g,touch_screen,wifi,price_range
1002,0.0511,1,0.06,0.063,1,0.12,0,0.5,0.1,0.175,0.3,0.16,0.014,0.0622,0.1484,0.08,1,0,0,0
1003,0.1402,1,0.06,0.0,1,0.03,0,0.46,0.3,0.087,0.7,0.12,0.1081,0.1767,0.0347,0.12,1,0,1,0
1004,0.0965,1,0.05,0.072,0,0.15,0,0.53,1.0,0.131,0.8,0.19,0.0297,0.0653,0.3227,0.08,1,0,0,2
1005,0.127,1,0.22999999999999998,0.052,0,0.0,0,0.58,0.5,0.104,0.5,0.01,0.1512,0.1716,0.3299,0.16,0,0,1,3
1006,0.0919,0,0.05,0.032,1,0.11,0,0.13,0.3,0.159,0.1,0.15,0.0275,0.057,0.1028,0.17,1,0,0,0
1007,0.1963,1,0.1,0.036,0,0.16,1,0.34,0.1,0.157,0.2,0.17,0.1136,0.1813,0.0714,0.02,1,0,1,1
1008,0.1977,0,0.13,0.016,1,0.02,0,0.31,0.4,0.173,0.8,0.06,0.1145,0.1356,0.2641,0.07,0,0,0,3
1009,0.1881,0,0.22000000000000003,0.0,0,0.04,0,0.51,0.3,0.158,0.5,0.07,0.0477,0.1553,0.1229,0.14,1,0,0,1
1010,0.0683,0,0.06999999999999999,0.048,0,0.05,0,0.19,0.9,0.173,0.4,0.17,0.0954,0.1985,0.2622,0.05,0,0,1,2
1011,0.0772,0,0.26,0.078,1,0.07,0,0.06,0.1,0.1,0.2,0.1,0.0741,0.1471,0.0929,0.18,0,1,1,0
1012,0.0536,1,0.13999999999999999,0.15,0,0.0,1,0.53,0.7,0.135,0.3,0.0,0.0547,0.0705,0.1211,0.07,1,0,1,0
1013,0.1694,0,0.18,0.035,0,0.0,0,0.53,1.0,0.186,0.6,0.0,0.1194,0.1208,0.1653,0.06,1,0,0,2
1014,0.1633,0,0.16999999999999998,0.0,1,0.03,1,0.33,0.9,0.111,0.2,0.19,0.0146,0.0906,0.0511,0.07,1,1,0,0
1015,0.1371,0,0.05,0.078,0,0.04,0,0.52,0.5,0.167,0.4,0.19,0.0471,0.0663,0.3034,0.08,0,0,0,2
1016,0.0551,1,0.27999999999999997,0.006,0,0.0,1,0.54,0.1,0.172,0.7,0.15,0.0169,0.1916,0.1414,0.19,1,0,1,0
1017,0.1221,0,0.05,0.143,0,0.01,1,0.28,0.5,0.139,0.1,0.07,0.1895,0.1976,0.2438,0.1,1,1,1,3
1018,0.1,1,0.05,0.011,0,0.12,0,0.63,0.7,0.179,0.8,0.18,0.1537,0.1761,0.3744,0.07,0,0,1,3
1019,0.1986,0,0.27,0.015,1,0.03,1,0.64,0.2,0.162,0.4,0.2,0.0236,0.152,0.1377,0.15,1,1,1,1
1020,0.1119,0,0.05,0.028,1,0.0,1,0.23,0.4,0.164,0.4,0.01,0.0821,0.0915,0.352,0.07,1,0,0,3
1021,0.1699,0,0.05,0.17,1,0.01,0,0.59,0.5,0.097,0.4,0.03,0.0466,0.1768,0.3796,0.12,0,1,1,3
1022,0.1099,0,0.05,0.17,0,0.13,1,0.61,0.3,0.146,0.3,0.2,0.0393,0.1096,0.1699,0.03,1,1,1,1
1023,0.1576,0,0.26,0.112,0,0.07,0,0.58,0.2,0.09,0.3,0.16,0.04,0.0631,0.0336,0.13,1,1,1,0
1024,0.095,1,0.05,0.168,0,0.09,0,0.55,0.1,0.156,0.5,0.1,0.0774,0.0843,0.1095,0.13,0,1,0,0
1025,0.1081,1,0.25,0.009,1,0.13,0,0.49,1.0,0.099,0.3,0.17,0.0284,0.0519,0.0325,0.06,0,0,1,0
1026,0.0606,0,0.25,0.228,0,0.01,1,0.53,0.2,0.146,0.4,0.02,0.0465,0.1152,0.1223,0.07,1,0,0,0
1027,0.0502,0,0.15,0.006,1,0.07,0,0.37,0.2,0.199,0.2,0.12,0.0705,0.181,0.1649,0.14,0,1,0,1
1028,0.0957,1,0.06999999999999999,0.048,0,0.0,1,0.04,0.1,0.16,0.2,0.0,0.0038,0.1682,0.1898,0.03,1,1,0,1
1029,0.1658,1,0.13999999999999999,0.132,1,0.0,1,0.38,0.3,0.159,0.5,0.0,0.0051,0.0739,0.2609,0.19,1,0,0,2
1030,0.1681,1,0.25,0.015,1,0.06,0,0.18,0.3,0.167,0.1,0.07,0.085,0.1005,0.2265,0.2,1,1,1,2
1031,0.1983,1,0.05,0.036,1,0.03,0,0.43,1.0,0.087,0.6,0.1,0.0349,0.0676,0.2775,0.03,0,1,1,2
1032,0.1753,0,0.12,0.272,0,0.08,1,0.12,0.9,0.113,0.7,0.17,0.0387,0.1595,0.1445,0.12,1,1,1,1
1033,0.1632,1,0.13999999999999999,0.02,0,0.0,0,0.41,0.1,0.132,0.4,0.01,0.0706,0.1623,0.2614,0.15,1,0,0,2
1034,0.1949,1,0.13999999999999999,0.015,0,0.07,0,0.57,0.3,0.145,0.7,0.11,0.0951,0.1178,0.0356,0.19,0,0,0,0
1035,0.1696,0,0.16999999999999998,0.0,0,0.01,0,0.13,0.9,0.097,0.3,0.02,0.0179,0.0772,0.0523,0.04,0,1,1,0
1036,0.0688,0,0.25,0.017,1,0.0,0,0.57,0.8,0.131,0.7,0.03,0.0426,0.1964,0.3745,0.04,0,1,0,3
1037,0.1104,0,0.16999999999999998,0.0,0,0.01,1,0.6,0.4,0.199,0.2,0.13,0.0653,0.1413,0.1229,0.03,1,1,1,0
1038,0.1122,0,0.27999999999999997,0.14,0,0.0,0,0.28,0.6,0.184,0.3,0.04,0.1578,0.1963,0.1402,0.03,0,1,0,1
1039,0.0504,1,0.05,0.065,1,0.02,1,0.46,0.9,0.172,0.5,0.14,0.028,0.1795,0.2085,0.08,1,0,0,1
1040,0.1154,0,0.05,0.024,0,0.12,1,0.14,0.7,0.156,0.7,0.14,0.0251,0.1801,0.0587,0.04,1,1,1,0
1041,0.1727,0,0.21000000000000002,0.247,0,0.02,1,0.63,0.6,0.085,0.7,0.08,0.1463,0.1992,0.2457,0.07,1,0,1,3
1042,0.1674,0,0.27999999999999997,0.0,1,0.0,1,0.52,0.2,0.089,0.3,0.07,0.1432,0.1649,0.203,0.06,1,0,0,2
1043,0.1948,0,0.27999999999999997,0.032,1,0.05,1,0.18,0.2,0.135,0.2,0.14,0.0477,0.0571,0.0816,0.03,1,0,0,0
1044,0.1218,1,0.27999999999999997,0.0,1,0.03,0,0.39,0.8,0.15,0.7,0.14,0.1122,0.1746,0.1667,0.12,0,0,0,1
1045,0.0531,0,0.11000000000000001,0.017,0,0.1,0,0.63,0.7,0.189,0.7,0.14,0.0145,0.1903,0.2958,0.19,0,1,0,2
1046,0.1057,0,0.21000000000000002,0.024,0,0.04,0,0.05,0.5,0.154,0.5,0.13,0.0416,0.1055,0.3705,0.13,1,0,0,3
1047,0.0576,0,0.12,0.066,0,0.01,0,0.3,0.8,0.162,0.8,0.05,0.0847,0.0893,0.28,0.16,0,1,1,2
1048,0.196,1,0.21000000000000002,0.099,0,0.01,0,0.07,0.2,0.165,0.7,0.09,0.0868,0.0877,0.3773,0.06,0,1,1,3
1049,0.0673,1,0.16999999999999998,0.014,1,0.03,1,0.22,0.1,0.088,0.1,0.05,0.0594,0.1088,0.205,0.17,1,1,0,1
1050,0.0718,0,0.06999999999999999,0.187,1,0.0,1,0.21,0.8,0.088,0.1,0.07,0.0518,0.083,0.1754,0.09,1,0,1,1
1051,0.0864,0,0.16999999999999998,0.096,0,0.03,1,0.35,0.3,0.103,0.3,0.07,0.0663,0.1805,0.1904,0.13,1,1,1,1
1052,0.0547,0,0.19,0.051,1,0.01,0,0.37,0.4,0.154,0.5,0.04,0.0371,0.0541,0.2705,0.1,1,1,0,1
1053,0.0623,1,0.09,0.208,0,0.01,1,0.03,0.1,0.102,0.8,0.07,0.1749,0.1781,0.3537,0.03,1,0,1,3
1054,0.1793,0,0.06999999999999999,0.048,1,0.11,0,0.27,0.4,0.154,0.5,0.13,0.0586,0.0722,0.137,0.19,1,0,1,1
1055,0.172,1,0.06999999999999999,0.026,1,0.0,0,0.19,0.1,0.137,0.2,0.03,0.0409,0.0646,0.1222,0.07,0,0,0,1
1056,0.0812,0,0.05,0.0,1,0.01,0,0.64,1.0,0.106,0.4,0.07,0.0035,0.1309,0.3102,0.02,0,0,0,2
1057,0.098,1,0.05,0.035,0,0.0,1,0.33,0.9,0.16,0.6,0.0,0.1008,0.1758,0.2268,0.04,1,1,0,2
1058,0.0643,0,0.1,0.035,0,0.09,1,0.18,0.2,0.187,0.8,0.12,0.0442,0.1079,0.2648,0.18,1,1,1,1
1059,0.1925,0,0.3,0.021,1,0.0,1,0.16,0.8,0.175,0.8,0.11,0.0983,0.1087,0.2173,0.19,1,1,0,2
1060,0.1408,1,0.25,0.342,0,0.03,0,0.32,0.1,0.151,0.4,0.06,0.0875,0.0982,0.3162,0.03,1,0,0,3
1061,0.1522,1,0.06999999999999999,0.07,1,0.04,0,0.28,0.2,0.124,0.1,0.05,0.0952,0.1191,0.1368,0.17,1,0,1,1
1062,0.0587,1,0.25,0.04,0,0.16,1,0.51,0.6,0.111,0.1,0.17,0.0244,0.1361,0.2746,0.07,1,0,1,2
1063,0.1959,0,0.05,0.028,1,0.05,0,0.18,0.7,0.191,0.6,0.2,0.0065,0.1055,0.0619,0.08,1,1,1,0
1064,0.1872,0,0.05,0.051,1,0.03,0,0.17,0.7,0.089,0.6,0.06,0.1749,0.1767,0.0724,0.09,1,0,1,1
1065,0.1043,1,0.05,0.144,0,0.07,0,0.42,0.1,0.111,0.3,0.08,0.0716,0.1626,0.0912,0.06,0,1,0,0
1066,0.1809,0,0.05,0.072,0,0.06,0,0.23,0.7,0.123,0.6,0.19,0.0433,0.1661,0.2784,0.2,1,1,1,3
1067,0.1703,1,0.05,0.021,0,0.05,1,0.23,0.2,0.092,0.6,0.07,0.0134,0.0521,0.0793,0.17,1,1,0,0
1068,0.1095,1,0.05,0.009,0,0.04,0,0.45,0.5,0.197,0.1,0.05,0.0179,0.1247,0.056,0.1,1,1,0,0
1069,0.1414,0,0.26,0.01,0,0.01,0,0.27,0.6,0.137,0.4,0.2,0.0804,0.1564,0.0312,0.08,0,0,1,0
1070,0.1659,1,0.25,0.0,0,0.02,0,0.41,0.1,0.088,0.7,0.18,0.0787,0.1515,0.0545,0.09,0,1,1,0
1071,0.154,0,0.06999999999999999,0.0,1,0.01,0,0.6,0.8,0.197,0.7,0.12,0.0704,0.0822,0.1591,0.02,1,0,1,1
1072,0.1342,0,0.1,0.075,0,0.0,1,0.31,0.6,0.086,0.7,0.01,0.0991,0.1638,0.2746,0.1,1,1,0,3
1073,0.1189,1,0.22999999999999998,0.054,0,0.13,0,0.08,0.5,0.198,0.3,0.14,0.0379,0.0932,0.0893,0.13,1,1,0,0
1074,0.0518,1,0.24,0.192,0,0.0,1,0.62,0.6,0.128,0.6,0.0,0.0489,0.071,0.2514,0.07,1,1,1,1
1075,0.1449,0,0.08,0.0,1,0.03,1,0.1,0.2,0.144,0.1,0.12,0.1518,0.1883,0.1032,0.08,1,1,1,1
1076,0.0516,0,0.11000000000000001,0.0,1,0.0,1,0.39,0.4,0.091,0.5,0.07,0.0855,0.1401,0.0819,0.1,1,1,1,0
1077,0.1569,0,0.08,0.03,1,0.08,0,0.59,0.9,0.111,0.3,0.16,0.1261,0.1383,0.3672,0.15,1,0,1,3
1078,0.1312,1,0.08,0.182,1,0.0,0,0.24,0.9,0.156,0.6,0.0,0.0115,0.1791,0.3833,0.17,0,1,0,3
1079,0.1893,1,0.05,0.105,1,0.01,0,0.23,0.1,0.179,0.8,0.03,0.1203,0.1432,0.1482,0.17,0,1,0,2
1080,0.1076,0,0.25,0.035,0,0.03,0,0.14,0.2,0.105,0.5,0.04,0.0545,0.13,0.2043,0.14,0,0,0,1
1081,0.053,1,0.26,0.176,0,0.01,0,0.4,0.9,0.118,0.6,0.02,0.0818,0.109,0.1229,0.02,0,1,0,0
1082,0.1044,1,0.27999999999999997,0.272,1,0.07,0,0.33,0.6,0.129,0.4,0.13,0.0042,0.1262,0.1816,0.15,1,0,1,1
1083,0.133,0,0.11000000000000001,0.01,0,0.11,0,0.37,0.7,0.126,0.7,0.2,0.1103,0.1637,0.2166,0.04,1,0,0,2
1084,0.1836,0,0.11000000000000001,0.108,1,0.0,0,0.14,0.7,0.104,0.5,0.01,0.0168,0.1068,0.2469,0.07,1,1,1,2
1085,0.1741,1,0.05,0.13,0,0.01,1,0.55,0.1,0.14,0.5,0.03,0.0719,0.0755,0.2575,0.07,1,1,1,2
1086,0.1869,0,0.26,0.045,0,0.0,1,0.3,0.4,0.152,0.1,0.13,0.0163,0.0874,0.1375,0.19,1,0,0,1
1087,0.1331,0,0.05,0.012,0,0.08,0,0.55,0.9,0.146,0.3,0.15,0.1162,0.1531,0.1732,0.11,1,0,1,1
1088,0.1655,1,0.05,0.03,1,0.06,1,0.04,0.1,0.105,0.3,0.12,0.0626,0.1348,0.0673,0.12,1,0,0,0
1089,0.0605,0,0.15,0.135,0,0.09,1,0.18,0.9,0.162,0.2,0.14,0.0329,0.0656,0.2301,0.08,1,0,0,1
1090,0.1245,1,0.06,0.136,0,0.02,0,0.3,0.7,0.105,0.5,0.03,0.033,0.1434,0.2676,0.07,1,0,0,2
1091,0.1709,1,0.08,0.054,0,0.08,1,0.58,0.8,0.136,0.2,0.1,0.0956,0.1292,0.1781,0.17,1,0,0,2
1092,0.0846,1,0.26,0.128,0,0.0,1,0.58,0.1,0.123,0.4,0.15,0.114,0.1983,0.2248,0.13,1,0,0,2
1093,0.1403,1,0.25,0.182,1,0.03,0,0.62,0.9,0.09,0.4,0.13,0.0217,0.1623,0.0921,0.18,1,0,0,0
1094,0.0688,1,0.15,0.01,0,0.0,0,0.02,1.0,0.089,0.3,0.02,0.0271,0.0869,0.0391,0.08,1,1,1,0
1095,0.0775,1,0.25,0.057,1,0.01,1,0.1,0.1,0.185,0.7,0.14,0.0444,0.1555,0.1719,0.18,1,1,1,1
1096,0.1154,0,0.2,0.24,0,0.06,1,0.35,0.8,0.159,0.5,0.16,0.1003,0.1827,0.3262,0.16,1,0,0,3
1097,0.1375,0,0.05,0.195,1,0.02,1,0.35,0.1,0.194,0.2,0.03,0.0227,0.0772,0.1947,0.15,1,1,1,1
1098,0.1827,1,0.08,0.024,0,0.04,0,0.61,0.9,0.13,0.7,0.09,0.0253,0.1764,0.2693,0.07,0,1,1,3
1099,0.1697,0,0.05,0.015,0,0.0,1,0.6,0.1,0.09,0.4,0.0,0.0088,0.1046,0.0441,0.11,1,1,0,0
1100,0.0741,0,0.15,0.209,0,0.01,0,0.14,0.3,0.178,0.5,0.13,0.0334,0.0594,0.1886,0.09,1,1,1,0
1101,0.1672,1,0.05,0.068,1,0.13,1,0.32,0.7,0.174,0.1,0.2,0.1281,0.1896,0.1267,0.2,1,1,0,1
1102,0.0514,1,0.06999999999999999,0.0,0,0.04,0,0.57,0.1,0.186,0.3,0.07,0.0168,0.132,0.0687,0.2,1,1,1,0
1103,0.1375,1,0.13,0.017,1,0.02,0,0.12,0.1,0.105,0.1,0.13,0.0898,0.1687,0.289,0.12,0,0,0,3
1104,0.0989,1,0.18,0.04,1,0.04,1,0.55,0.7,0.124,0.1,0.12,0.0046,0.1069,0.1737,0.1,1,0,1,1
1105,0.151,1,0.25,0.108,1,0.11,0,0.47,0.7,0.138,0.2,0.13,0.0118,0.117,0.0887,0.05,0,0,0,0
1106,0.1266,0,0.26,0.128,0,0.01,0,0.18,0.4,0.086,0.7,0.02,0.1187,0.1595,0.0398,0.03,1,1,1,0
1107,0.1396,0,0.24,0.021,1,0.0,0,0.46,0.1,0.138,0.7,0.01,0.1191,0.1347,0.2389,0.15,0,0,1,2
1108,0.0808,0,0.22999999999999998,0.09,0,0.03,0,0.45,0.8,0.161,0.1,0.09,0.0526,0.1324,0.3431,0.13,0,1,1,3
1109,0.1542,0,0.22999999999999998,0.056,0,0.01,0,0.43,0.8,0.182,0.2,0.11,0.0346,0.0966,0.3601,0.16,0,0,0,3
1110,0.0745,1,0.06,0.014,1,0.05,0,0.35,0.8,0.102,0.8,0.1,0.0089,0.1538,0.2459,0.16,1,1,0,1
1111,0.1735,1,0.19,0.006,1,0.0,1,0.59,0.7,0.148,0.6,0.0,0.0137,0.0846,0.323,0.09,1,1,0,3
1112,0.0586,0,0.05,0.06,1,0.01,0,0.57,0.3,0.188,0.2,0.05,0.1226,0.1389,0.3646,0.11,1,1,1,3
1113,0.1341,1,0.21000000000000002,0.252,1,0.0,0,0.36,0.4,0.107,0.8,0.01,0.0473,0.0574,0.22,0.15,0,1,0,1
1114,0.0781,1,0.13,0.17,1,0.01,0,0.64,0.2,0.088,0.2,0.07,0.0368,0.0607,0.3862,0.09,0,0,0,3
1115,0.0501,1,0.05,0.051,1,0.14,0,0.22,0.5,0.174,0.6,0.2,0.0239,0.1636,0.3077,0.17,0,0,0,2
1116,0.1224,1,0.18,0.044,1,0.02,1,0.44,0.2,0.139,0.2,0.09,0.0622,0.0709,0.0621,0.14,1,1,1,0
1117,0.197,0,0.16,0.168,1,0.11,1,0.58,0.3,0.08,0.8,0.19,0.0654,0.0882,0.2372,0.02,1,1,0,2
1118,0.0618,1,0.22000000000000003,0.042,1,0.0,1,0.63,0.9,0.138,0.2,0.01,0.0853,0.1781,0.2574,0.05,1,1,0,2
1119,0.1537,0,0.29,0.238,0,0.11,1,0.46,0.8,0.158,0.4,0.17,0.0686,0.1305,0.2857,0.02,1,1,1,3
1120,0.1018,0,0.22000000000000003,0.204,0,0.08,0,0.16,0.6,0.153,0.8,0.1,0.0992,0.1433,0.3143,0.2,0,1,0,3
1121,0.1545,0,0.13,0.126,1,0.15,1,0.35,0.1,0.173,0.5,0.2,0.0115,0.1352,0.3197,0.06,1,0,1,3
1122,0.1871,0,0.21000000000000002,0.12,0,0.04,1,0.41,0.4,0.144,0.8,0.05,0.0275,0.1966,0.2727,0.11,1,0,0,3
1123,0.1729,1,0.21000000000000002,0.036,1,0.01,0,0.12,0.9,0.186,0.1,0.06,0.0461,0.1178,0.1519,0.05,1,0,1,1
1124,0.068,1,0.21000000000000002,0.028,1,0.09,1,0.09,0.1,0.131,0.3,0.11,0.1428,0.15,0.2438,0.17,1,0,0,2
1125,0.1106,1,0.19,0.027,0,0.04,0,0.54,0.7,0.107,0.3,0.09,0.0614,0.1212,0.2674,0.09,1,0,1,2
1126,0.0635,1,0.06,0.156,1,0.01,1,0.5,0.3,0.097,0.5,0.13,0.0193,0.0989,0.2107,0.12,1,0,0,1
1127,0.0618,0,0.06,0.24,0,0.08,0,0.16,0.2,0.143,0.1,0.14,0.1105,0.1602,0.2262,0.04,0,1,0,2
1128,0.1671,0,0.05,0.096,1,0.13,0,0.05,0.9,0.179,0.8,0.18,0.0398,0.1263,0.0815,0.1,1,1,1,0
1129,0.1562,1,0.12,0.13,1,0.0,1,0.52,0.1,0.105,0.7,0.09,0.048,0.0728,0.2829,0.03,1,1,1,2
1130,0.1975,1,0.19,0.065,1,0.02,0,0.31,0.9,0.151,0.1,0.17,0.0775,0.1607,0.3022,0.19,0,0,1,3
1131,0.0831,1,0.06999999999999999,0.192,0,0.02,1,0.62,0.7,0.134,0.8,0.09,0.1482,0.149,0.2573,0.18,1,0,1,2
1132,0.1524,1,0.18,0.08,1,0.0,0,0.1,0.6,0.174,0.4,0.01,0.0154,0.055,0.2678,0.13,1,0,1,2
1133,0.1528,1,0.18,0.099,1,0.03,1,0.55,0.8,0.129,0.5,0.06,0.0454,0.1762,0.1282,0.11,1,1,1,1
1134,0.1447,1,0.25,0.132,1,0.02,0,0.09,0.2,0.155,0.8,0.16,0.0737,0.1455,0.0568,0.08,0,0,0,0
1135,0.1344,0,0.15,0.008,0,0.01,0,0.14,0.5,0.19,0.1,0.03,0.0419,0.0556,0.2074,0.05,1,1,0,1
1136,0.0564,0,0.3,0.018,1,0.01,0,0.08,0.7,0.13,0.2,0.03,0.0853,0.1737,0.2227,0.14,1,0,1,1
1137,0.0921,0,0.06,0.0,1,0.01,0,0.6,0.1,0.083,0.2,0.03,0.1211,0.1229,0.108,0.06,0,0,1,0
1138,0.1413,1,0.16999999999999998,0.02,0,0.02,0,0.1,0.2,0.2,0.6,0.06,0.0314,0.1606,0.2867,0.15,0,1,0,2
1139,0.0831,0,0.24,0.132,0,0.1,0,0.55,0.5,0.086,0.6,0.12,0.0172,0.1239,0.1075,0.03,1,1,0,0
1140,0.0802,0,0.05,0.221,1,0.03,0,0.43,0.6,0.153,0.5,0.06,0.0527,0.0734,0.3063,0.04,0,1,0,2
1141,0.1923,0,0.13,0.018,0,0.03,0,0.24,1.0,0.086,0.4,0.04,0.0874,0.1264,0.2479,0.15,1,1,0,2
1142,0.1193,1,0.3,0.209,0,0.1,0,0.56,0.4,0.196,0.3,0.17,0.0674,0.0864,0.2394,0.14,1,1,0,2
1143,0.0904,1,0.12,0.039,1,0.1,1,0.31,0.8,0.112,0.3,0.11,0.0657,0.1014,0.2814,0.19,1,0,0,2
1144,0.1285,0,0.24,0.0,0,0.01,1,0.51,1.0,0.14,0.7,0.02,0.0475,0.05,0.2094,0.1,1,0,0,1
1145,0.1635,0,0.26,0.01,1,0.0,1,0.02,0.6,0.182,0.4,0.0,0.1209,0.1411,0.2315,0.02,1,1,0,2
1146,0.1923,0,0.1,0.0,1,0.05,1,0.14,0.9,0.154,0.4,0.06,0.0015,0.0525,0.2519,0.16,1,0,1,2
1147,0.1851,1,0.19,0.042,1,0.03,1,0.12,0.9,0.198,0.6,0.11,0.0293,0.1967,0.0735,0.14,1,0,1,0
1148,0.0727,1,0.15,0.247,0,0.0,1,0.32,1.0,0.131,0.7,0.01,0.0813,0.1377,0.1891,0.07,1,0,1,1
1149,0.1396,0,0.15,0.007,1,0.0,1,0.44,0.1,0.118,0.6,0.01,0.0173,0.1843,0.1386,0.08,1,1,1,1
1150,0.0877,0,0.13,0.168,1,0.09,1,0.46,0.8,0.135,0.1,0.14,0.0457,0.0652,0.326,0.06,1,0,0,2
1151,0.0696,1,0.24,0.154,0,0.11,1,0.35,0.2,0.103,0.3,0.13,0.0533,0.0797,0.2022,0.04,1,0,1,1
1152,0.1009,1,0.1,0.035,1,0.02,0,0.02,0.6,0.102,0.8,0.14,0.0912,0.1043,0.1716,0.15,0,0,0,1
1153,0.1526,0,0.11000000000000001,0.007,1,0.02,1,0.38,0.3,0.116,0.5,0.06,0.0798,0.1418,0.3317,0.08,1,1,1,3
1154,0.0987,0,0.2,0.033,1,0.01,0,0.2,0.8,0.192,0.7,0.03,0.0412,0.0565,0.1454,0.08,1,1,0,0
1155,0.1414,1,0.22000000000000003,0.0,1,0.0,1,0.49,0.5,0.101,0.4,0.01,0.013,0.0887,0.229,0.12,1,1,0,1
1156,0.1732,0,0.08,0.187,0,0.02,0,0.61,0.3,0.172,0.5,0.03,0.0201,0.0656,0.394,0.2,0,1,1,3
1157,0.1587,1,0.05,0.068,0,0.0,0,0.5,0.9,0.148,0.8,0.15,0.0299,0.0874,0.0461,0.04,1,0,1,0
1158,0.1097,0,0.08,0.09,0,0.1,1,0.21,0.1,0.16,0.7,0.15,0.1277,0.1352,0.2219,0.12,1,0,1,2
1159,0.0504,0,0.27999999999999997,0.0,1,0.0,0,0.4,0.5,0.178,0.3,0.0,0.0626,0.1195,0.047,0.16,1,0,0,0
1160,0.1159,0,0.27,0.0,0,0.13,1,0.28,0.2,0.08,0.8,0.18,0.0378,0.0751,0.2495,0.09,1,1,1,2
1161,0.191,0,0.13999999999999999,0.056,0,0.0,0,0.29,0.6,0.146,0.7,0.02,0.0333,0.0639,0.2944,0.02,1,1,1,2
1162,0.0865,0,0.12,0.176,1,0.08,0,0.59,0.1,0.159,0.3,0.09,0.0805,0.1804,0.2361,0.19,1,0,1,2
1163,0.193,1,0.2,0.051,0,0.11,0,0.16,0.8,0.186,0.8,0.12,0.1901,0.192,0.1783,0.13,0,0,1,2
1164,0.086,1,0.13,0.091,1,0.08,1,0.4,0.7,0.17,0.3,0.13,0.1573,0.1581,0.2832,0.2,1,1,1,2
1165,0.1268,1,0.29,0.055,0,0.09,1,0.42,0.9,0.182,0.6,0.17,0.036,0.0912,0.0931,0.2,1,1,0,0
1166,0.0999,1,0.18,0.17,1,0.0,1,0.27,0.1,0.167,0.4,0.01,0.002,0.0745,0.1344,0.05,1,0,0,0
1167,0.0622,0,0.06999999999999999,0.013,0,0.0,1,0.09,0.3,0.127,0.2,0.0,0.0098,0.0511,0.3916,0.05,1,0,1,2
1168,0.125,1,0.13999999999999999,0.014,0,0.08,0,0.44,0.2,0.182,0.7,0.2,0.0703,0.1011,0.1882,0.14,0,0,0,1
1169,0.0763,1,0.05,0.066,0,0.09,1,0.51,0.3,0.104,0.5,0.12,0.0273,0.1278,0.2865,0.09,1,1,1,2
1170,0.11,1,0.16,0.024,0,0.12,0,0.15,0.1,0.112,0.8,0.14,0.0919,0.1344,0.0757,0.16,1,1,1,0
1171,0.0815,0,0.2,0.02,1,0.04,0,0.51,0.3,0.085,0.6,0.12,0.0982,0.1291,0.3469,0.06,1,0,1,3
1172,0.0618,1,0.05,0.27,1,0.02,1,0.57,0.2,0.088,0.3,0.07,0.0879,0.0896,0.2399,0.17,1,1,1,1
1173,0.0553,1,0.22000000000000003,0.12,1,0.0,1,0.18,0.7,0.136,0.2,0.01,0.1287,0.1892,0.33,0.2,1,0,0,3
1174,0.0673,1,0.22000000000000003,0.038,1,0.02,0,0.03,0.4,0.084,0.2,0.09,0.1109,0.1247,0.2719,0.09,1,1,1,2
1175,0.0563,0,0.2,0.056,1,0.03,0,0.47,0.3,0.115,0.7,0.12,0.0211,0.0684,0.3012,0.15,1,0,0,2
1176,0.159,0,0.15,0.03,1,0.12,1,0.14,0.5,0.187,0.4,0.15,0.1058,0.1109,0.2836,0.04,1,0,0,3
1177,0.1031,1,0.21000000000000002,0.077,1,0.02,1,0.11,0.1,0.121,0.2,0.09,0.0532,0.1247,0.2385,0.16,1,0,0,2
1178,0.0909,1,0.05,0.0,1,0.09,0,0.3,0.4,0.097,0.3,0.1,0.029,0.0773,0.0594,0.04,1,1,1,0
1179,0.188,0,0.05,0.0,0,0.0,1,0.07,0.6,0.104,0.4,0.01,0.089,0.1019,0.2968,0.03,1,1,0,3
1180,0.1479,1,0.18,0.12,1,0.0,1,0.24,0.1,0.146,0.6,0.0,0.0327,0.0645,0.3762,0.05,1,0,0,3
1181,0.1271,0,0.15,0.195,1,0.0,0,0.02,0.9,0.161,0.1,0.01,0.126,0.1788,0.0892,0.2,0,1,0,1
1182,0.0709,0,0.19,0.187,0,0.11,1,0.13,0.1,0.081,0.8,0.15,0.057,0.1422,0.0467,0.05,1,1,1,0
1183,0.1744,0,0.27999999999999997,0.06,0,0.0,1,0.62,0.7,0.158,0.1,0.0,0.0621,0.1558,0.0345,0.14,1,0,0,0
1184,0.1314,1,0.22000000000000003,0.072,0,0.0,1,0.4,0.8,0.116,0.7,0.01,0.0328,0.1858,0.3033,0.17,1,1,1,3
1185,0.1136,0,0.05,0.045,0,0.0,1,0.09,0.9,0.15,0.6,0.02,0.1307,0.1767,0.211,0.16,1,0,1,2
1186,0.1039,1,0.27,0.112,0,0.11,0,0.56,0.3,0.125,0.8,0.13,0.0497,0.0618,0.3105,0.05,0,1,1,2
1187,0.13,1,0.05,0.045,0,0.05,0,0.62,0.1,0.156,0.6,0.07,0.0219,0.1037,0.0874,0.1,1,1,0,0
1188,0.0732,1,0.22999999999999998,0.057,1,0.07,1,0.39,0.6,0.188,0.7,0.11,0.1163,0.1554,0.3681,0.15,1,1,1,3
